name,cuisines,rest_type,rate,dollar_sign,restaurant_value,x,y
Zyara,NorthIndian,CasualDining,3.9,2,3,1.42431789468534,0.008146915788236916
Aroma Spice,Andhra,CasualDining,3.7,2,2,-0.6871544218687146,0.6832626030717149
Kadai Restaurant,NorthIndian,QuickBites,2.9,1,0,0.0928395450968177,-0.6567245095931673
Kesar Sweet Shop And Fast Food,NorthIndian,QuickBites,3.9,2,3,0.8267960842029016,0.04557465113300103
Sri Banashankari Donne Biriyani,Biryani,QuickBites,3.8,1,2,0.186356272447929,1.4121617797575592
Mystery House,FastFood,QuickBites,3.4,1,1,-0.2494713298237782,0.3272642892191556
Global Flavors,NorthIndian,CasualDining,3.0,3,0,-0.0785455310818123,0.9960035225719348
Ranga's Paradise,SouthIndian,QuickBites,3.3,1,1,-0.5719217496213899,1.2523004634584172
Hotel Kakatiya,Andhra,QuickBites,3.7,1,2,0.7114468899300428,2.04478543193088
Hongkong Noodles,Chinese,CasualDining,3.8,2,2,0.1070449882463427,-0.732463639022592
29 Degrees North,NorthIndian,QuickBites,3.9,1,3,1.6113314215265968,-0.17689622275318412
Dr. Harry's Chick Blast,Continental,QuickBites,3.0,2,0,2.3920996162211163,-1.0380922113938502
Dhadoom,FastFood,QuickBites,3.8,1,2,1.2613908799322227,-0.2852626656897577
T-hut Cafe,Chinese,QuickBites,3.6,1,2,-1.7235944096155988,-0.6629888059454877
Khyma Biryani,Biryani,CasualDining,3.9,2,3,0.7698648580486127,-0.5472691749617878
Sri Ruchi Restuarant,Andhra,CasualDining,3.7,1,2,1.3994791407104938,-0.8293078359235982
Spice Corner,NorthIndian,CasualDining,3.0,2,0,0.07196537920880952,-0.39584291802064
Tamarind,Chinese,CasualDining,2.7,2,0,0.5378654932645928,2.546953956913275
Spice Kitchen,Andhra,CasualDining,3.9,2,3,0.3566851755102837,1.8887759288883295
SV Indian Restaurant,NorthIndian,QuickBites,3.0,1,0,-0.29387611292392807,0.7957448327803601
Aqni,NorthIndian,CasualDining,3.9,2,3,0.5027507252232434,-0.43922823378791276
Swagatham Delux - Rayalaseema Spices,Biryani,CasualDining,3.4,2,1,0.3818500900036882,1.918339613207397
Coorg Lunch Home,SouthIndian,QuickBites,3.6,1,2,-0.39622843828675275,-0.03211290561759221
Naina Nand Food Express,NorthIndian,QuickBites,3.3,1,1,0.7900740487697744,1.1509050052757683
Kanthari,NorthIndian,QuickBites,3.9,1,3,0.03198271011143949,-1.2878317939723005
Saffron Vegetarian Cuisine,NorthIndian,CasualDining,4.0,2,3,0.9191325915115574,0.8053106464214971
Indie Fusion Multi Cuisine Restaurant,FastFood,QuickBites,3.3,1,1,-0.7641365498939825,0.6359466714726323
Paradox Rest-O-Cafe,Continental,CasualDining,3.7,2,2,-0.06890177316787878,-0.6554045372325925
Hotel The Shack,NorthIndian,CasualDining,3.9,3,3,0.4079784668281807,-1.6006316418387783
Rasapoorna,Andhra,CasualDining,3.2,2,1,0.28766877474482694,2.3151983809738637
Udupi Gardenia,SouthIndian,QuickBites,3.4,1,1,0.25079932805282684,0.5286832667104562
S L V Food Joint,NorthIndian,QuickBites,3.4,1,1,-0.2449225280430965,0.2529126571367558
Cake House - Story Cafe,Bakery,QuickBites,3.9,2,3,-0.9491407897242434,-0.49319933539884403
Venky's Xprs,FastFood,QuickBites,3.7,1,2,-0.3460908093937947,0.5851709654616858
Samprith Gowdru Mudde Hotel,SouthIndian,QuickBites,3.0,1,0,-0.4697521287763488,-1.718597367289409
Foodie's Affair,NorthIndian,QuickBites,3.0,1,0,-0.12709367154287995,2.9867787896455202
My China,Chinese,CasualDining,3.0,2,0,-1.02003374315225,-1.1023193868122827
Reddy's Naati Mane,SouthIndian,QuickBites,3.4,1,1,0.52525585857766,-0.08206029400982327
Wok N Roll,Chinese,QuickBites,3.9,1,3,-1.7698149286647527,0.12026430990473339
Bangalore Vibes,NorthIndian,QuickBites,3.2,1,1,0.22247011402230524,0.26400941697140234
Parantha Singh,NorthIndian,QuickBites,3.7,1,2,0.30256016495659027,-0.3623091532695497
Crunchees Cafeteria,FastFood,QuickBites,3.4,1,1,-0.15288779080523082,0.590897806401544
Kabsa House,NorthIndian,CasualDining,3.6,2,2,-1.179715696984505,-1.315298887220175
Cafe China,Chinese,QuickBites,3.7,2,2,-0.31206278021006617,0.3097054420834371
The Second Wife,SouthIndian,CasualDining,3.7,2,2,2.2400343185867664,0.34613181168606105
Silver Spoon Restaurant,NorthIndian,QuickBites,3.2,1,1,0.9849902271977677,0.7977095001711687
Sri Banasankri Donne Biriyani,Biryani,QuickBites,3.4,1,1,-0.05334961874808558,0.4719860249500586
Al Madhina Roll House,NorthIndian,QuickBites,3.4,1,1,0.005362358452342436,-1.6510204378374973
Skanda Cafe,SouthIndian,QuickBites,3.0,1,0,-1.0785595669937778,-1.0356634409490721
Gundappa Donne Biryani Mane,Biryani,QuickBites,3.4,1,1,0.6782314659896092,0.34430358991360593
Le Roll Cafe,FastFood,QuickBites,3.9,1,3,-0.4439029242124571,-1.2495860674758406
Wolga Restaurant,NorthIndian,CasualDining,3.4,2,1,-0.16798348514099867,0.49549270490514913
Fatty Chang,Chinese,QuickBites,3.2,1,1,0.8173784888369362,0.3441083215136815
Whistling Tandoor,Continental,CasualDining,3.1,2,0,0.9027845412847098,0.2802872604815055
SHAIK's DYNASTY,NorthIndian,CasualDining,3.2,1,1,0.5370936554438324,-1.0657681059499071
Hotel Hyderabadi,NorthIndian,QuickBites,3.2,1,1,1.508858733857579,1.5855987124985718
Raees Restaurant,Chinese,CasualDining,3.3,2,1,-1.1451909002040752,-0.48991712039487006
CutePorkie,Continental,QuickBites,3.3,1,1,0.46778202357862086,-1.699519258318807
Papanna's Biriyani,SouthIndian,QuickBites,3.7,1,2,-0.3956992863439424,-0.8024685027897531
Kings Court,NorthIndian,CasualDining,3.1,2,0,-1.1161419607630358,-0.27729450621103596
Delhiz Taste,NorthIndian,QuickBites,3.0,1,0,-0.21936922758221486,1.2061654360101965
7Biryanis,Andhra,CasualDining,3.2,2,1,-0.3800935805182712,1.1482722491337374
Namak,NorthIndian,QuickBites,3.1,2,0,1.2771623794527238,0.23527393722968667
Twins,NorthIndian,CasualDining,3.8,2,2,0.5682604303925721,-0.4932234617433009
Kannur Restaurant,SouthIndian,QuickBites,3.7,1,2,0.3795929159696995,0.3397578464710541
Have More,NorthIndian,CasualDining,3.9,2,3,0.43677322457125006,-1.1308861272103128
Bucket Biriyani,Biryani,QuickBites,3.0,2,0,1.556863126535063,1.6522909327524102
Shiva's Naram Garam,NorthIndian,QuickBites,3.3,1,1,-0.45139957636092215,-0.5650638272851658
Malabar Food Court,Chinese,QuickBites,3.4,1,1,1.3895632175928212,0.5937297188944058
Cluxi,FastFood,QuickBites,3.6,1,2,0.021071053821052108,2.5721369761232964
Orchid Wine And Dine,NorthIndian,CasualDining,3.0,2,0,0.7221788558914268,0.5073882302129281
Kartik,Chinese,CasualDining,3.4,2,1,-2.1222845568719877,-1.2491943600132485
Mazedaar,NorthIndian,QuickBites,3.2,1,1,1.698332188712233,-2.4315275504124116
Shammah's,Chinese,QuickBites,3.3,1,1,0.8122360608873526,0.11856312440835362
Pig Out,SouthIndian,QuickBites,3.2,1,1,-0.031125434106663394,0.0702981630441922
Delish Chinese Fast Food,Chinese,QuickBites,3.2,1,1,1.7399718013232177,1.5162088417617912
Zam Zam Restaurant,Chinese,QuickBites,3.1,1,0,0.5686388581790863,-0.22786249622383045
Ahmad's Chicken Hut,NorthIndian,QuickBites,3.2,1,1,0.5054256875609997,0.16966357844739713
Sidekicks,Continental,QuickBites,3.4,1,1,-1.4514201011950516,1.1158184933569886
7 Spice,Biryani,QuickBites,3.4,1,1,0.948679576806147,0.2975975094949692
Panchamukhi Sagar,NorthIndian,QuickBites,3.2,1,1,-1.638955698988349,-0.7917888893301701
Shanghai Xpress,Chinese,QuickBites,3.1,1,0,-0.04721327651635928,0.5283492391365797
Biriyummy,Biryani,QuickBites,3.3,1,1,-0.11290842796511358,1.1166310310289775
Cafeteria Al - Falah,FastFood,QuickBites,3.3,1,1,1.6044042254364643,0.6921493867387821
Sri Datta Biryani House,Andhra,QuickBites,3.0,1,0,2.2325920060822115,-0.4005474127612839
SK Tiffins Corner,SouthIndian,QuickBites,3.3,1,1,1.21444224874292,0.13162386296385123
Best B Restaurant,SouthIndian,QuickBites,3.0,1,0,-1.4326446232650283,0.719541278812916
BYLI - Bet You Love It!,Continental,CasualDining,4.2,2,4,0.5582252580594729,1.791985413376692
Fiddler's Green,Continental,CasualDining,3.9,3,3,0.3027748098735879,-0.6818817197737631
Irie,NorthIndian,CasualDining,3.2,2,1,-0.6917909437820234,-1.0278006442066117
Specialist Restaurant,NorthIndian,QuickBites,3.1,1,0,-0.703918771402888,0.6611112458536065
Sugar N Spice,FastFood,QuickBites,2.7,1,0,-0.4492341251577563,-1.9010600034769414
SGS Nonveg- Gundu Palav,Biryani,QuickBites,3.6,1,2,-0.943054726705902,0.6034744785645547
New Udupi Upahara,Chinese,QuickBites,3.6,1,2,-0.44462726174482414,0.05806732926715726
Bismilla Kabab & Biryani Centre,NorthIndian,QuickBites,3.2,1,1,1.22620270076247,-1.1433171310629306
Sri Krishna Bhavan,SouthIndian,QuickBites,3.0,1,0,0.34644384001636375,0.3560664473746406
Paranthas and Dosas,NorthIndian,QuickBites,3.7,1,2,-0.39579894569638224,-0.14996029947837744
Food Star,NorthIndian,CasualDining,3.2,2,1,0.2713963045060684,0.19301356463616187
Bite and Pipes,Continental,CasualDining,3.0,2,0,-1.083212534586724,-1.5866219554316017
Biryani Joint,SouthIndian,QuickBites,3.3,1,1,-0.49624367937706515,1.6316691272601276
Ice Berg,FastFood,QuickBites,3.3,1,1,-0.26036632824292016,2.0045401166491437
Lil Asia,Chinese,CasualDining,3.3,1,1,0.031068246250667005,0.4327881473978194
Pooja Dosa Camp,SouthIndian,QuickBites,4.0,1,3,1.591839652065324,-1.8224682788041138
De Grand,NorthIndian,CasualDining,3.3,2,1,0.5229628919148978,-1.045404278801683
Sultan - Palace Darbar Restaurant,NorthIndian,QuickBites,3.3,1,1,-0.735220091170178,-1.4215332796258981
Srinidhi Upachar,SouthIndian,QuickBites,3.6,1,2,0.13545097619664578,0.8250646063943515
New Salem Spices,SouthIndian,CasualDining,3.0,2,0,0.42974805316184445,-1.5275839529048758
Coffee Thindi,SouthIndian,QuickBites,3.0,1,0,0.25239943482827476,2.223221567860967
Degchi Restaurant,NorthIndian,CasualDining,3.7,2,2,-0.37540937494485443,-1.1319798427910122
New Udupi Park,SouthIndian,CasualDining,3.0,1,0,-0.2827710366541936,-0.7101005749004643
Raghavendra Bhavan,SouthIndian,QuickBites,3.2,1,1,1.5247551825658792,0.29923605125121244
Madurai Idly Dosai Centre,SouthIndian,QuickBites,3.3,1,1,0.00668643930802892,0.38966557874987434
Leung Fast Food,Chinese,QuickBites,3.0,1,0,-1.1643846083197815,-0.5129394794896618
New Udupi Park Deluxe,SouthIndian,QuickBites,3.6,1,2,-0.20360440422280965,0.008048412637856312
Mubarak Hotel,NorthIndian,QuickBites,3.0,1,0,0.37376307528290337,0.3315812733190611
Zamindars Biryani Durbar,Biryani,CasualDining,4.3,2,3,-0.7786793413762808,1.1776465406370142
The Red Lantern,Chinese,CasualDining,3.7,2,2,0.6068949525503766,-0.6902835017112184
S-Aachies Hotel,SouthIndian,QuickBites,3.2,1,1,0.8536420756388148,-0.5590339643664599
Srinidhi Sagar Deluxe,SouthIndian,QuickBites,3.6,1,2,-1.0002672733231333,0.8214173705914734
SnacksJoint,FastFood,QuickBites,3.7,1,2,0.3414114953437515,-0.08047502854654874
PagalKhana,Continental,CasualDining,3.9,3,3,0.4480567974407481,-1.5775738368052858
Maven Foods,Continental,QuickBites,3.6,2,2,0.7821293471249308,-0.28039507815896264
Crown Gold,SouthIndian,QuickBites,3.9,1,3,-0.21046247889853995,1.2268139895004857
Mars Chicken Delight,NorthIndian,CasualDining,3.7,2,2,-1.3022187065268072,-0.16117605201057147
Urban Spice,NorthIndian,CasualDining,3.6,2,2,0.9780320456718492,0.5565293942609032
Hotel Oottupura,SouthIndian,QuickBites,3.6,1,2,0.18628468511477422,0.9502772760949042
Eat Street,NorthIndian,QuickBites,4.2,2,4,-0.47065863973085964,0.03168010442553058
Wild Thyme Restaurant,Chinese,CasualDining,4.0,2,3,-0.02854255430827656,-0.20611370339563578
Falahaar,NorthIndian,QuickBites,3.9,1,3,-0.8653943943411507,1.2144068545200883
V.S. Garden Restaurant,NorthIndian,CasualDining,3.0,2,0,-0.230505384742602,0.7966281042621702
Jeevika Donne Biryani,Biryani,QuickBites,3.4,1,1,0.045792773239367195,-1.5722271362431073
NGV Fast Food,NorthIndian,QuickBites,3.0,1,0,-0.6858903010164215,-0.5616541050087462
Happy Plate,NorthIndian,QuickBites,3.6,1,2,-0.3081957656201872,-0.16357156671228198
The Breakfast Truck,Continental,QuickBites,3.9,2,3,-1.4011197317900481,1.44025763105603
Blu Dale Fast Food,Chinese,QuickBites,3.3,1,1,-0.47034153535982864,-1.214655641491478
Hotel Marina,NorthIndian,QuickBites,2.8,1,0,0.9184670829778849,0.8571563328233935
Hotel Feast Ambur Biriyani,Biryani,QuickBites,3.4,1,1,-1.4800626045264857,0.7396691180022508
Hello Resto-Pub,Continental,CasualDining,4.0,2,3,0.4487716761137975,0.11151136959993661
The Fixx,Continental,CasualDining,4.3,3,3,1.3594055931100406,-2.2002570246659556
Silsila,NorthIndian,CasualDining,2.7,2,0,-1.714462820281267,-0.2449739572923167
Sri Vishnu Upahar,NorthIndian,QuickBites,3.6,1,2,-0.857884301476946,0.254314295215302
The Tiffin Express,SouthIndian,QuickBites,2.6,1,0,-0.7262137362641256,1.6910359974135654
Samavar,NorthIndian,CasualDining,3.4,3,1,0.7916400528394745,1.912010908828181
Shiva Sai Andhra Hotel,SouthIndian,QuickBites,3.2,1,1,-0.3155513898620891,0.3813660541058597
Mooch Marod,NorthIndian,QuickBites,4.2,1,3,-1.527862099083461,0.3208568308622708
Shahi Dasterkhwan,NorthIndian,QuickBites,2.9,1,0,1.3905346524203606,2.344242745386589
Al Hayath Ambur Biryani,Biryani,QuickBites,3.3,1,1,-0.8409581043811546,1.1746120434828529
Cauvery Fast Food,Chinese,QuickBites,3.2,1,1,0.03706371240513517,-0.03434697964801549
Dhang Ka Khana,NorthIndian,QuickBites,3.7,1,2,1.8998891634958537,-1.1798795766137766
re:cess - Hilton Bangalore Embassy GolfLinks,SouthIndian,CasualDining,4.1,3,3,-1.5562706894614242,-0.8267080095346717
99 Variety Dosa & Pav Bhaji,SouthIndian,QuickBites,3.8,1,2,-0.7828301962646709,0.9579813320092488
Hotel Darshan Paradise,NorthIndian,QuickBites,3.6,1,2,0.3941114569775944,1.014405837376536
Navaneetha,Andhra,QuickBites,3.3,1,1,-0.6439895115331303,-0.4739614194393519
Bharathi Refreshments,SouthIndian,QuickBites,3.4,1,1,0.11841102210798903,-0.45281816517948476
BrotherÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Bar & Kitchen,Chinese,CasualDining,3.4,3,1,-0.5124207085227073,-0.4315192317124759
Kshatriya's Biriyani House,Biryani,QuickBites,3.5,1,2,-0.7637728771507802,-1.523689595795959
Royal India Kabab Corner,FastFood,QuickBites,3.1,1,0,-1.2026728654979557,0.401180098211219
Santrupti Uttara Karnataka Food Store,SouthIndian,QuickBites,3.3,1,1,0.4992552779717855,1.9763727292723994
Pepper's - The Palladium,NorthIndian,CasualDining,3.7,2,2,0.865256074024178,1.41036882421569
Spice Cove - I.V Sanctum,NorthIndian,CasualDining,3.8,2,2,-0.1110033939383344,1.0443534284456721
Gullu's Chat,FastFood,QuickBites,3.7,1,2,1.3039519489481235,-0.18416750436343207
Sagar,NorthIndian,CasualDining,4.0,2,3,-0.695992254752371,-0.45960833025491477
Quickie's,FastFood,QuickBites,3.9,1,3,0.32683282567559774,-1.047144244767176
Tasty Paradise,NorthIndian,CasualDining,3.7,2,2,-0.13975072123833002,0.6727773952072249
B Bhagat Tarachand,NorthIndian,CasualDining,4.2,2,3,1.0458587941305908,0.00029938516589430496
The Golden Metro,NorthIndian,CasualDining,3.6,2,2,-0.1028553038027828,1.2260240316977808
37 China Town,Chinese,CasualDining,3.5,2,2,0.21252256248192136,0.4338167832267973
Dakshin,SouthIndian,CasualDining,3.5,1,2,1.0393718910220164,1.9238023343079158
Chicken County,NorthIndian,CasualDining,3.8,2,2,-0.3515287919478326,-0.5938100677463678
Annapoorni Grand,Chinese,CasualDining,3.9,1,3,-0.21978362787401792,0.30591956616452276
Daivik,NorthIndian,CasualDining,3.3,2,1,-1.5112395886145251,-1.7761611986393457
Lifetree CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,NorthIndian,CasualDining,3.4,2,1,-1.5346925318952183,-0.18006850256254253
Amruta,SouthIndian,CasualDining,3.8,2,2,0.2754948573103674,-0.3652464922176954
Lakshmi Natraja Refreshments,SouthIndian,QuickBites,4.3,1,3,-0.46061971568153126,0.3819550054299036
Mudde Madappa Mess,SouthIndian,QuickBites,4.1,1,3,0.8574595962041344,-1.8890419328857908
The Green House Family Restaurant,NorthIndian,CasualDining,3.2,2,1,-1.1023001934145058,1.1595238075243741
Silver Spoon,NorthIndian,CasualDining,3.3,2,1,0.0953315210071088,-0.6210494944617098
Curry Pot,NorthIndian,CasualDining,3.4,2,1,0.35007885543462686,-1.340554463750431
Shivaji Maratha Hotel,SouthIndian,QuickBites,3.4,1,1,0.007809912425609648,0.2259213765053242
SLV Delite,SouthIndian,CasualDining,3.0,2,0,-0.2975465219268335,-2.6598040679034374
Pavilion,NorthIndian,CasualDining,3.2,2,1,0.568621181095257,1.7986830877562183
Sri Raghavendra Prasanna Coffee Club,SouthIndian,QuickBites,3.6,1,2,-0.44025040124083703,-0.2402141640555209
New Mathura Grand,SouthIndian,QuickBites,3.2,1,1,-1.7476158151295462,0.41247418388598295
Jai Bhawani,NorthIndian,CasualDining,3.6,2,2,0.6499044001764009,1.1151787959239494
Imperial Room,NorthIndian,CasualDining,3.2,3,1,-1.2263852568651985,0.8211409463971606
Vijay Vihar,SouthIndian,CasualDining,3.7,2,2,0.4694894097121016,0.0909123478104945
Silver Star,SouthIndian,CasualDining,3.4,2,1,-1.1883539455189067,0.7387916389699422
Hotel Raj,Andhra,QuickBites,3.6,1,2,-1.02173281765167,0.04955988031826087
HOTEL JANATHA,SouthIndian,QuickBites,3.4,1,1,-0.5195761239976745,-0.39377531646974095
Atithi Satkaar,SouthIndian,QuickBites,3.2,1,1,1.103080733782033,-0.02724076800629838
Hotel Madhuvan,SouthIndian,QuickBites,3.5,1,2,0.9725555001756462,-0.5927293916563703
Praja Thindi,SouthIndian,QuickBites,3.7,1,2,0.44132824416826794,-0.32130995705707976
Sukh Sagar Food Court,NorthIndian,QuickBites,3.8,1,2,1.651522304312905,-2.704865290145397
The Green Path - Forgotten Food,NorthIndian,CasualDining,4.3,3,4,1.0302865392514884,0.6169273257037132
Barbecued - By The Orchard,NorthIndian,CasualDining,4.3,3,3,0.38388698130923404,1.6217002449523552
The Kabab Studio - Goldfinch Hotel,NorthIndian,CasualDining,4.2,3,3,0.2929076473726741,0.7989855646666374
"Lush - Renaissance Hotel, Bengaluru",NorthIndian,CasualDining,4.5,3,3,-0.5775400939992235,-0.13213552402859058
Sangam Restaurant,NorthIndian,CasualDining,3.7,2,2,0.1242309902767867,0.7912446375692561
Chef's Bank,NorthIndian,CasualDining,3.4,2,1,-0.26247047113071104,-2.1441071332763535
Kwatlay Rest-O-Cafe,Continental,CasualDining,4.1,2,3,0.3682563375078233,0.12972995489646358
Malleshwaram Dosa Corner,SouthIndian,QuickBites,4.4,1,3,0.778155543642821,1.342934559540031
New Agarwal Bhavan,NorthIndian,QuickBites,4.1,1,3,0.11850502400352654,-0.18410298525930208
Ganesh Darshini,SouthIndian,QuickBites,3.7,1,2,-0.8448434939614212,0.9641100972125145
Prakriti Delux,NorthIndian,QuickBites,3.9,1,3,0.44207387391998204,0.28946599714643173
Absolute Chinese,Chinese,QuickBites,3.8,1,2,-0.31640303572261125,-0.6456620552665627
Bhairaveshwara Military Hotel,SouthIndian,QuickBites,4.1,1,3,-1.3148556605989101,-0.28480558803318384
Amrut,NorthIndian,QuickBites,3.5,1,2,-0.23066116273198595,0.0848837808209937
Zam Zam Kabab House,NorthIndian,QuickBites,3.4,1,1,0.47553185363383654,-0.10672563400992251
Flavors of North,NorthIndian,QuickBites,3.3,1,1,0.9797992963053247,0.9090132357716922
Dhanalakshmi Grand,SouthIndian,QuickBites,4.0,1,3,-1.2636734200024704,-0.7022926775335119
Eat & Drink,FastFood,QuickBites,3.5,1,2,-0.930678621997832,-0.8260589432374738
Casino Hotel,NorthIndian,CasualDining,3.9,2,3,0.31867286631199093,-1.2746825481446853
South Idlis,SouthIndian,QuickBites,4.0,1,3,1.403399235260573,-0.13504479948553486
Snack Magic,FastFood,QuickBites,3.7,1,2,-0.8090276889232968,1.376345306927092
Vishnu Garden,SouthIndian,QuickBites,4.0,1,3,-0.25234584598421933,-0.3602586679555364
Shuchi Ruchi,Chinese,QuickBites,4.0,1,3,0.27477419871390735,-1.0227262551493503
CTR,SouthIndian,QuickBites,4.7,1,5,0.9668917115824149,1.3868196257998324
Four Seasons Fast Food Center,NorthIndian,QuickBites,3.7,1,2,-2.1826333236770616,-1.1871844547531483
Halli Donne Biryani Nati Style,Biryani,QuickBites,3.4,1,1,1.412361688372566,-0.12833433958119053
Chick Inn,FastFood,QuickBites,3.8,1,2,-0.45681025218087584,0.1053740086523313
Sri Maruthi Miltry Hotel,SouthIndian,QuickBites,3.8,1,2,0.9008187240078661,-0.2474410470904208
Gowdara Hatti,SouthIndian,QuickBites,3.7,1,2,1.6378303248091073,-1.0116280693666744
New Golden Emperor,NorthIndian,QuickBites,3.7,1,2,-0.9692697480338862,-0.7167911113132526
Shri Family Restaurant,SouthIndian,QuickBites,3.3,1,1,1.0533714497088797,-0.95011944720771
Hotel Elite,NorthIndian,CasualDining,3.7,2,2,-1.450161641539908,0.3678135916399108
Lazeez Biryani,NorthIndian,QuickBites,4.0,1,3,-0.5584401479941191,0.3311610245388112
Hotel Kadamba Veg,SouthIndian,CasualDining,3.8,1,2,0.1604154492523041,2.178379192264022
Rishi's Paratha Plaza,NorthIndian,QuickBites,3.9,1,3,-0.6762296083265135,0.11048164602250167
Nesara Mullti - Cuisine Family Dining & Garden...,NorthIndian,CasualDining,2.7,2,0,0.1690407124023238,-1.0674803887713473
Eggstacy,FastFood,QuickBites,4.0,2,3,-1.3429523730857138,0.7085457664455622
Maddy's Katti Cafe,FastFood,QuickBites,3.2,1,1,-0.47614994792645376,1.1923266695042145
Food & Friends,FastFood,QuickBites,2.9,1,0,-0.816793950589867,-1.2792983652792007
Nammura Upachara,Chinese,QuickBites,3.6,1,2,0.06878303378436101,-1.331230380014674
Sagar Kabab Corner,NorthIndian,QuickBites,3.2,1,1,0.674452556782893,-1.3901204453596483
The Fast Food,SouthIndian,QuickBites,4.0,1,3,-0.394683077557377,1.531096414093707
Bhavani Vada Pav,FastFood,QuickBites,4.0,1,3,-1.6446797442767933,-1.102133174121007
Hotel Malgudi,SouthIndian,QuickBites,3.6,1,2,-0.8562177977362933,-0.22072905557789338
Kaifu,Chinese,CasualDining,4.2,2,3,-0.9834474553302647,-0.7639114321470418
Grill Biryanis,Biryani,QuickBites,3.1,2,0,0.2671741922144314,0.15680064850617392
Annappa's Naati Mane,SouthIndian,QuickBites,3.5,1,2,0.5543560775304234,0.7507946797676238
Antarastriya,Chinese,QuickBites,3.9,1,3,-1.6964579661379442,0.9598210922668846
Basaveshwarnagar Dosa Corner,SouthIndian,QuickBites,3.8,1,2,-0.061251594542743176,-0.7802688018804681
Totaram's Paranthas,NorthIndian,QuickBites,3.5,1,2,0.19471763363514172,-0.9902431691205157
Sardarji Ka Kitchen,NorthIndian,QuickBites,3.1,1,0,-0.4669290305414264,-0.40239088627748115
Dambal's Veg,SouthIndian,QuickBites,3.2,1,1,1.4633111638713467,-0.5886965292705149
Ginger,NorthIndian,QuickBites,3.6,1,2,0.41471628549537903,-0.42931061015683314
Tasty Munch,FastFood,QuickBites,3.6,1,2,0.41532913842717933,-0.4849999604072338
Hotel Taj Delight,NorthIndian,CasualDining,3.2,2,1,-0.591711930342642,-0.7168825897605398
Casamia,Andhra,QuickBites,3.6,1,2,0.6844394412636678,-0.5113264149932564
Ali Snacks Point,Chinese,QuickBites,3.4,1,1,0.573191497030717,-0.17233495997942985
Break Hour,Chinese,QuickBites,4.0,1,3,-0.8879267172930386,-1.4363988316512073
The Higher Taste Stores,FastFood,QuickBites,3.8,1,2,1.1413893225985579,0.12743680237638932
ZEEES,NorthIndian,QuickBites,3.6,1,2,0.1765870245514692,1.4668241253517864
Sagar Samrat,NorthIndian,CasualDining,3.7,1,2,-0.5735163019655172,-0.15138535779258835
Green Chilly,NorthIndian,QuickBites,3.6,1,2,-0.944403295665466,0.874375595711479
Symas,FastFood,QuickBites,3.7,1,2,-0.38571800052656646,0.7236328060378059
The Street Kitchen,NorthIndian,QuickBites,3.7,1,2,-0.06421231518031909,-0.7733734823542628
Coastal Express,SouthIndian,QuickBites,3.4,1,1,-0.6864970597044271,-0.24295905727414732
Shree Guru Sagar Fast Food,NorthIndian,QuickBites,3.6,1,2,-0.018951482202855505,1.2335400460334456
Kadai,NorthIndian,CasualDining,3.6,1,2,1.1401847398872238,-0.27974292184536315
Peppermill Bistro,Continental,CasualDining,4.0,3,4,0.30792481668355604,1.397318032228182
Ambur Darbar Biriyani Point,Biryani,QuickBites,3.2,1,1,-0.9103227080238147,-0.15819433514335438
Fish Corner,NorthIndian,QuickBites,3.7,1,2,-0.7362200655126646,1.791615865294159
Halli Mane Donne Biriyani,Biryani,QuickBites,4.1,1,3,-1.1852742558736802,-0.4198720180376407
The Big Bellyz,FastFood,QuickBites,3.9,1,3,-0.39005942265258725,0.06435125608236412
Ootada Mane,SouthIndian,CasualDining,2.9,2,0,-0.2921678894310957,-1.7938935640621232
Tastie's,FastFood,QuickBites,3.2,1,1,0.005046238507018812,-0.7647870217552317
Cold Station,FastFood,QuickBites,3.8,1,2,-0.07358238183152466,0.9807599264932823
Cafe Rossini,Continental,CasualDining,3.9,2,3,-0.243604416407086,-1.6136118559087267
Sha-e-Darbar,NorthIndian,QuickBites,3.7,1,2,0.5573195202613563,1.7906214928724722
Singh Saab Dhaba,FastFood,CasualDining,3.8,1,2,0.7240676893538714,-1.3559307014316344
Surya Refreshments,SouthIndian,QuickBites,3.9,1,3,0.8828361411751856,1.740190522853177
Karavali Deluxe,NorthIndian,QuickBites,3.6,1,2,-0.7255404142979679,0.2347156663911283
Carbon Cup,NorthIndian,QuickBites,3.5,1,2,-0.4573984013850778,-1.0324439616556373
New Sagar Fast food,SouthIndian,QuickBites,3.4,1,1,-0.4009893304145994,1.2254021422956034
Spices The Food Joint,NorthIndian,CasualDining,3.1,2,0,-0.19787787816077199,0.04233160758835378
Sunaina Sapice,SouthIndian,QuickBites,3.3,1,1,1.2017224702527078,-0.8090614194233492
Mehfil Family Restaurant,NorthIndian,QuickBites,3.0,2,0,1.4740229006522167,-0.558659957891498
Mumbai Spice,NorthIndian,QuickBites,3.7,1,2,-0.058905257821042334,1.0851846413836859
New Karavali Restaurant,NorthIndian,CasualDining,3.3,1,1,0.276723639525039,-0.2924601661374751
Race Course Restaurant,Chinese,QuickBites,3.2,1,1,0.6016989589659391,1.556731413086931
